Unnamed: 0,Image,Question_2,Answer_2,Question_3,Answer_3,Question_4,Answer_4,Question_5,Answer_5,Question_6,Answer_6,Answer_1
394,60990849bb03c4e,What color are the French fries mostly?,golden brown,What food item is on the plate besides ketchup?,fries,What color is the ketchup?,red,Where are the French fries located on the plate?,on the left,How are the French fries arranged on the plate??,overlapping,fry
395,892b050aed75a1b,What is the primary color of the sweet potato fries?,orange-brown,What type of food is shown in the image?,fries,What is the appearance of the edges of some fries?,charred,Where are the fries arranged on the plate?,in the center,What color is the napkin under the plate??,blue,fry
396,811b2d27180f27f,What is the seasoning on the fries like?,sprinkled,What type of food is golden-yellow and seasoned?,fries,What color is the plate the fries are served on?,white,Where are the fries located on the plate?,on the left,How are the fries arranged in relation to the sliced chicken breast??,overlapping,fry
397,b781f3560310974,What color are the majority of the French fries?,golden-brown,What type of food is shown in the image?,fries,How are the French fries arranged in the image?,piled,What color is the plate the fries are served on?,black,Where are the French fries placed in the image??,on top of,fry
398,32d8b0f9655d31b,What color is the plate?,blue,What type of fries are shown?,fries,What color is the interior of the fries?,yellow,What shape are the fries?,wedge-shaped,Where are the fries placed??,on a plate,fry
399,8944ea7c416bae9,What color is the surface where the fries are placed?,brown,What is the primary color of the inner parts of the fries?,pale yellow,What type of food is shown in the image?,fries,Where are some of the fries located?,lying on,What color is the paper container holding most of the fries??,beige,fry
400,5ffaa952ef0c940,What color are the sweet potato fries?,orange,What type of fries are shown in the image?,fries,How are the fries arranged in the bowl?,stacked,Where are the fries located?,inside of,What is the container holding the fries??,bowl,fry
401,6f894a07751bd83,What color are the french fries?,golden-brown,What type of food is shown in the image?,fries,What color is the plate?,white,Where is the ketchup placed?,with,What condiment is served with the fries??,ketchup,fry
402,78eea0bec7fa7b1,How are the fries prepared?,cooked,What is the shape of the container holding the fries?,bowl,What color is the bowl?,white,Where is the red sauce located?,inside a,What color is the sauce inside the small container??,red,fry
403,cee1e05bfdee28c,What color are the fries?,golden brown,What type of food is shown in the image?,fries,What color is the plate?,white,Where are the turnip fries located?,on the plate,What is the base color of the fries??,yellowish,fry
404,d7e5cc4a93e52bb,What color is the seasoning in the bowl?,reddish-brown,What does the seasoning do to the bowl?,fills,What type of container holds the seasoning?,bowl,What color is the measuring spoon in the bowl?,orange,Where is the seasoning concentrated in the bowl??,towards the center,fry
405,31248c17293faad,What color are the small cubes of Coconut-Crusted Taro Fries?,tan,What is the shape of the second form of Coconut-Crusted Taro Fries?,fries,What color are the brown specks on the small cubes of Coconut-Crusted Taro Fries?,brown,"Where are the longer, fry-shaped pieces of Coconut-Crusted Taro Fries placed?",on the larger gray serving dish,What is sprinkled around the fries on the larger gray serving dish??,sprinkled,fry
407,d8f4cad0db44661,What color are the fries?,orange,What type of fries are shown?,fries,What material is the cutting board made of?,wooden,Are the black specks visible on the fries?,visible,Where are the fries placed on the cutting board??,towards the right side,fry
408,78a1ea50c4e5d77,What color are the baked celery root fries?,golden-yellow,What type of food is shown in the image?,fries,What is the food served on?,plate,How are the fries positioned on the plate?,arranged,Where are the fries arranged on the plate??,towards the lower-right,fry
409,524fecabfd94e34,What is the texture of the fudge?,creamy,What type of dessert is shown?,fudge,What color is the fudge?,brown,What is embedded in the fudge pieces?,nuts,Where are the fudge pieces placed??,on a white plate,fudge
410,07cf1edcce84e68,What is the base color of the fudge?,white,What type of fudge is shown in the image?,fudge,What color are the cranberries in the fudge?,red,What type of nuts are in the fudge?,walnuts,Where are the walnuts concentrated in the fudge??,on top of,fudge
411,82106bad9bbb227,What color is the chocolate in the image?,dark,What flavor is the fudge in the image?,chocolate,What color are the stripes on some of the peppermint candy pieces?,green,What type of candy is on top of the fudge?,peppermint,Where are the fudge pieces placed??,on a plate,fudge
412,b84517f66597cca,What color is the fudge?,tan,What type of dessert is shown in the image?,fudge,What color is the frosting on the fudge?,white,Where is the large cluster of fudge pieces placed?,on a plate,What type of cookie is the fudge associated with??,gingerbread,fudge
413,7fe98c9f565bc3e,What color are the swirls on top of the fudge?,red,What type of dessert is shown in the image?,fudge,What shape are the Candy Cane Fudge pieces?,square,What texture does the base of the fudge have?,creamy,Where are the crushed candy cane pieces located??,on top of,fudge
414,7fb5205972fe577,What color is the fudge?,brown,What is the fudge studded with?,studded,What type of fudge is shown?,fudge,Where is one piece of fudge located?,in the center,What color is the surface the liners are resting on??,red,fudge
415,ce335e59524e5a7,What color is the fudge?,brown,How are the fudge pieces arranged?,stacked,What flavor is the fudge?,peanut butter,Where is the fudge located in the center?,on top of,Where are some of the fudge pieces located??,scattered,fudge
416,4f9778bfec48bf7,What color is the plate?,white,What type of dessert is shown in the image?,fudge,What is the primary color of the fudge pieces?,brown,Are the fudge pieces stacked in a way that some are covering others?,overlapping,Where are the fudge pieces placed??,on a plate,fudge
417,bbce9723698dedc,What is the color of the fudge?,light,What type of fudge is shown in the image?,fudge,What color is the fudge?,brown,Where are the fudge pieces placed?,in the bowl,What is visible on one of the top fudge pieces??,bite,fudge
418,a8c6d803c985c59,How are the fudge pieces and liners organized?,arranged,What type of dessert is shown in the image?,fudge,What color are some of the cupcake liners?,white,What color are some of the cupcake liners?,pink,In what pattern are the fudge and liners arranged??,in a circular pattern,fudge
419,bf0ab2726eb40b3,What color is the fudge?,light,What type of dessert is shown?,fudge,What color is the fudge?,brown,Where is the fudge located in the image?,on the left,What does the surface of the fudge have??,sheen,fudge
420,73e7938dd46add0,How are the fudge pieces arranged?,stacked,What type of food is shown in the image?,fudge,What color is the plate?,red,Where are the fudge pieces placed?,on top of,What shape are the fudge pieces??,square,fudge
421,2472cf0c775d9f8,What is the main flavor of the fudge?,peanut butter,What type of dessert is shown in the image?,fudge,What color are the fudge pieces?,tan,What does the fudge at the middle right do for the fudge above it?,support,Where is the piece of fudge at the very top located??,on top,fudge
422,116bddb581b9c84,How would you describe the tomatoes used in the galette?,fresh,What type of dish is shown in the image?,galette,What color are the tomatoes in the galette?,red,Where are the green squash slices placed in the galette?,interspersed among,How are the squash pieces prepared in the galette??,sliced,galette
423,355f190a943570d,What color is the galette?,golden-brown,What type of pastry is shown in the image?,galette,What color is the plate?,white,What color are the tomatoes?,red,Where are the cantaloupe slices located in relation to the galette??,to the right of,galette
424,8929b01b8a596fd,What color is the crust of the galette?,golden-brown,What is the main vegetable used in the galette?,tomato,What color are the tomato slices?,red,Where are the basil leaves placed?,on top,What type of cheese is used in the galette??,cheese,galette
