Image,Question,Answer,predicted_answer,gpt_score
07fd6296d93bc13,What has been done to three of the olives,cut,sliced,0.5
07fd6296d93bc13,Where are the cut olives located,on the bottom,around the dish,0.5
07fd6296d93bc13,What color are the insides of the cut olives,green,olives,0.5
861fbbe85de778d,What material is the cutting board made of,wooden,wooden,0.5
861fbbe85de778d,What type of bread is displayed,bread,cornbread,0.5
861fbbe85de778d,What color are the olive pieces in the bread,black,olive,0.5
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden-brown,0.5
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden surface,0.5
6f5f740fb4a87c2,Are the olives visible in the jar,visible,olives,0.5
6f5f740fb4a87c2,What type of food is inside the jar,olives,pickles,0.5
6f5f740fb4a87c2,What material is the jar made of,glass,glass jar,0.5
425e9f115ea8100,What color is the plate,white,green,0.5
425e9f115ea8100,What color is the omelet,yellow,yellow,0.5
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,drizzled,0.5
425e9f115ea8100,What type of meat is in the filling,bacon,pork,0.5
425e9f115ea8100,How are the onions prepared in the filling,mixed,chopped,0.5
1f5e476034d2636,Where is the spinach located,located on the left side,at the top,0.5
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,oatmeal,0.5
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,white,0.5
1f5e476034d2636,What color are the tomato slices,red,red,0.5
b78d925a20b5499,What color are the caramelized onions,caramelized,brown,0.5
b91602b9b0ce9ab,What has happened to the cheese,melted,melted,0.5
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,brown,0.5
b91602b9b0ce9ab,What color are the onions,brown,white,0.5
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,covers,0.5
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,towards the middle,0.5
67117992b296d76,What color is the hot dog,reddish-brown,reddish-brown,0.5
67117992b296d76,How is the hot dog positioned in the bun,nestled,bun,0.5
67117992b296d76,What color are the onions,orange,white,0.5
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,reddish-brown,0.5
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,mandarin oranges,0.5
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,mandarin oranges,0.5
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,textured,0.5
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,foamy,0.5
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,tea,0.5
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,green,0.5
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,on top,0.5
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,on the left,0.5
8442a41c2de89de,What color is the light pink layer,pink,meat,0.5
8442a41c2de89de,Does the dessert contain Oreo,Oreo,contains,0.5
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,brown,0.5
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,across,0.5
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,circular,0.5
9ffec9e57522152,What part of the pie is decorated with a star,crust,decorated,0.5
f58a02071aaec42,What shape is the plate,star-shaped,on a white rectangular plate,0.5
f58a02071aaec42,What type of seafood is featured in the image,oysters,Mussels,0.5
f58a02071aaec42,What color are the herbs on the oysters,green,white,0.5
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,scattered across,0.5
421870f09cf9265,What color is the ice bed,white,green,0.5
421870f09cf9265,What type of seafood is shown,oysters,scallops,0.5
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,gray,0.5
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,atop the beans,0.5
bb7bc9e1f7ec7b8,What color is the bowl,white,dark brown,0.5
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow,0.5
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,dark,0.5
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,mussels,0.5
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,in the dish,0.5
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken,0.5
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,scattered,0.5
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,yellow,0.5
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp,0.5
5964496678097b7,What color are the green onions in the pancake,green,green,0.5
5964496678097b7,What type of food is shown in the image,pancake,fajitas,0.5
5964496678097b7,What color is the plate,white,green,0.5
5964496678097b7,What color is the pancake's surface,golden brown,golden-brown,0.5
5964496678097b7,Where are the pancakes located on the plate,on the left side,arranged,0.5
ca56d40bbb8f833,What is the taste of the pancakes,salty,light,0.5
ca56d40bbb8f833,What type of food is shown in the image,pancakes,fajitas,0.5
ca56d40bbb8f833,How were the pancakes prepared,cooking,frying,0.5
ca56d40bbb8f833,What color is the base of the pancakes,yellow,light,0.5
dabd4bad6169994,What color are the paneer cubes,golden yellow,scattered,0.5
dabd4bad6169994,What is the main ingredient in the dish,paneer,fries,0.5
dabd4bad6169994,What color is the gravy,reddish-brown,light brown,0.5
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top of,0.5
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,chunky,0.5
16f44d88446908d,What color is the Palak Paneer,green,scattered,0.5
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,bowl,0.5
16f44d88446908d,What color is the bowl,blue,dark brown,0.5
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,scattered,0.5
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top of,0.5
72baeae4b31f87f,What fruit is used in the parfait,cranberry,cranberry,0.5
72baeae4b31f87f,What is the bowl made of,glass,glass,0.5
72baeae4b31f87f,What color is the bottom layer of the parfait,red,tan,0.5
72baeae4b31f87f,Where is the bowl placed,on a table,on the bowl,0.5
72baeae4b31f87f,What color is the cream layer in the parfait,white,tan,0.5
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,enchiladas,0.5
9754b1ddb854f12,What color are the sliced strawberries,red,red,0.5
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,nuts,0.5
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,at the bottom,0.5
52fcd4430f4183a,What color is the soup,yellow,reddish-orange,0.5
52fcd4430f4183a,What does the soup do inside the bowl,fills,fills,0.5
52fcd4430f4183a,What type of soup is it,vegetable,tropical,0.5
52fcd4430f4183a,What color is the dollop in the center,white,sour cream,0.5
52fcd4430f4183a,Where is the dollop located in the soup,in the center,in a pot,0.5
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,tan,0.5
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,kale,0.5
79ced46151bbe7a,What color are the mashed parsnips,beige,tan,0.5
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,thick,0.5
6092f585b9a1ca9,What type of meat is used in the dish,chicken,venison,0.5
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red,0.5
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,pasta,0.5
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,scattered among,0.5
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,large,0.5
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,melted,0.5
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta,0.5
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted,0.5
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,rice,0.5
7f8b5fc69d20db3,What color is the pasta in the image,beige,pasta,0.5
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta,0.5
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp,0.5
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green,0.5
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,green,0.5
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered,0.5
c16a6bf8525f695,What is the base of the dish made of,pasta,rice,0.5
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow,0.5
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top of,0.5
be20945d4d2f1af,What is the main component of the dish,dish,sauce,0.5
be20945d4d2f1af,What color are the tomatoes,red,red,0.5
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,arranged,0.5
0828e13422d34d9,What vegetable is included in the pasta,eggplant,potatoes,0.5
0828e13422d34d9,What color are the pasta tubes,golden-yellow,orange,0.5
0828e13422d34d9,Where is the larger portion of pasta served,bowls,on the left side,0.5
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,silver,0.5
0828e13422d34d9,What color is the parmesan cheese on top,white,grated,0.5
b56fe91729ed59b,What color is the lemon curd,yellow,located on the top,0.5
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,located on the top,0.5
b56fe91729ed59b,Where are the blueberries located,nestled among,on top of,0.5
b56fe91729ed59b,What dessert is being described,pavlova,ice cream,0.5
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,green,0.5
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,greenish,0.5
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white,0.5
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,submerged in,0.5
080a08688d3f0e9,What type of food is in the bowl,peas,dog food,0.5
080a08688d3f0e9,Where are the peas located,bowl,among the rice,0.5
080a08688d3f0e9,What cuisine do the peas belong to,Italian,Swedish,0.5
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,on the left side,0.5
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant,0.5
bf93c4762564a50,What is the spoon doing with the peach slices,holding,yellow,0.5
bf93c4762564a50,What color is the skillet,white,black,0.5
bf93c4762564a50,Where is the skillet located in the image,in the center,in the upper left,0.5
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,reddish-purple,0.5
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,bowl,0.5
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden,0.5
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,in the glass,0.5
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,orange,0.5
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,margaritas,0.5
c37969d9f8d91ec,How are the Peach Margaritas presented,served,yellowish,0.5
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,vibrant,0.5
c37969d9f8d91ec,What are the drinks served in,glasses,glasses,0.5
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,on the bottom,0.5
1f020898833f361,What type of beverage is shown in the image,tea,tea,0.5
1f020898833f361,What is the person in the image doing with the peach tea,drinking,eating,0.5
1f020898833f361,What flavor is the tea in the image,peach,peach,0.5
1f020898833f361,What color are the straws in the glasses,yellow,pink,0.5
1f020898833f361,Where is the second glass of peach tea positioned,to the right,amber,0.5
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,yellowish-green,0.5
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,glass,0.5
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red,0.5
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,in the center,0.5
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown,0.5
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter,0.5
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,brown,0.5
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,brown,0.5
2987d882d66a7e8,What type of dessert is shown in the image,cookie,enchiladas,0.5
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,tan,0.5
a2f7338a23dae10,What type of food is the topping made of,ice cream,praline,0.5
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,tan,0.5
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,on the right,0.5
d52439fae098204,What color is the plate,yellow,green,0.5
d52439fae098204,What type of food is shown in the image,muffins,fajitas,0.5
d52439fae098204,How would you describe the appearance of the muffins,perfect,vibrant,0.5
d52439fae098204,What color are the paper liners of the muffins,white,red,0.5
d52439fae098204,Where are most of the muffins placed,on the plate,on a plate,0.5
3b04aeb0107acac,What color are the pears,red,tan,0.5
3b04aeb0107acac,Where are the pears located in the image,in the left side,beneath the crumble,0.5
b076ebd5863251a,What color is the pecan filling,brown,brown,0.5
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans,0.5
b076ebd5863251a,What color is the whipped cream on one of the pies,white,cream,0.5
b076ebd5863251a,Where is the pecan filling located,on top,brown,0.5
b076ebd5863251a,What color are the scattered pecans,reddish-brown,in,0.5
3718baab129db6e,What color are the crackers,tan,golden-tan,0.5
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,are,0.5
3718baab129db6e,What color are the specks on the crackers,brown,green,0.5
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,cracker,0.5
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,jalapeno,0.5
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,gnocchi,0.5
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,distributed,0.5
e57b2feba7c0dd2,What color is the mango chile sauce,red,orange,0.5
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,parsley,0.5
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of,0.5
3f3ebc236374bd6,What type of pasta is visible in the image,penne,pasta,0.5
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,red,0.5
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sliced,0.5
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,ginger,0.5
176aa7a0d1fac3f,What color are the Padron peppers,green,green,0.5
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,garlic,0.5
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered across,0.5
