Answer,Predict,EM,Precision,Recall,F1
bowl,bowl,1.0,1.0,1.0,1.0
apricot,rhubarb,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
within the mixture,scattered,0.0,0.0,0.0,0.0
murky,salsa,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
atop,located,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
distributed,scattered,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,red,0.0,0.0,0.0,0.0
on top of,on the rim,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
black,white,0.0,0.0,0.0,0.0
bowl,on top,0.0,0.0,0.0,0.0
reddish-orange,red,0.0,0.0,0.0,0.0
herbs,herbs,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
black,black,1.0,1.0,1.0,1.0
salsa,kugel,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
salsa,kugel,0.0,0.0,0.0,0.0
spoon,spoon,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
in the lower left,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
reddish-orange,red,0.0,0.0,0.0,0.0
cup,bowl,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
on the right,to the left,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
brownish-red,red,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
salsa,salsa,1.0,1.0,1.0,1.0
fills,fills,1.0,1.0,1.0,1.0
clear,clear,1.0,1.0,1.0,1.0
homemade,brie,0.0,0.0,0.0,0.0
salt,oats,0.0,0.0,0.0,0.0
red,green,0.0,0.0,0.0,0.0
scattered,layered,0.0,0.0,0.0,0.0
on the upper left,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
reddish-brown,white,0.0,0.0,0.0,0.0
salt,garlic,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
light,colorful,0.0,0.0,0.0,0.0
above a white bowl,on the right side,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
sandwiches,chips,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on a white surface,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
blue,white,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
in the top left corner,on top,0.0,0.5,0.2,0.28571428571428575
blue,white,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
peanut butter,cheese,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
on a blue plate,on the plate,0.0,0.6666666666666666,0.5,0.5714285714285715
pasta,pasta,1.0,1.0,1.0,1.0
italian,italian,1.0,1.0,1.0,1.0
dripping,dripping,1.0,1.0,1.0,1.0
herbs,bacon,0.0,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
food,meat,0.0,0.0,0.0,0.0
down the sides,from the bottom,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
brown,white,0.0,0.0,0.0,0.0
sugar,tomato,0.0,0.0,0.0,0.0
amber,red,0.0,0.0,0.0,0.0
in a clear glass,clear,0.0,1.0,0.25,0.4
bottom,at the top,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
pasta,pasta,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
white,green,0.0,0.0,0.0,0.0
orange-red,red,0.0,0.0,0.0,0.0
spaghetti,noodles,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
from center to edges,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
reddish-brown,white,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
pink,white,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
reddish-orange,red,0.0,0.0,0.0,0.0
sauce,polenta,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
green,red,0.0,0.0,0.0,0.0
to the left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
red,red,1.0,1.0,1.0,1.0
wooden surface,wooden,0.0,1.0,0.5,0.6666666666666666
white,white,1.0,1.0,1.0,1.0
next to,on top,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
brown,reddish-brown,0.0,0.0,0.0,0.0
bowl,pot,0.0,0.0,0.0,0.0
on the rim,resting on,0.0,0.5,0.3333333333333333,0.4
orange,red,0.0,0.0,0.0,0.0
coated,seasoned,0.0,0.0,0.0,0.0
carrots,carrots,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
brownish-red,brown,0.0,0.0,0.0,0.0
beef,chicken,0.0,0.0,0.0,0.0
cooked,sliced,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
in the top center,in the center,0.0,1.0,0.75,0.8571428571428571
dark brown,reddish-brown,0.0,0.0,0.0,0.0
stew,salad,0.0,0.0,0.0,0.0
light brown,silver,0.0,0.0,0.0,0.0
golden,red,0.0,0.0,0.0,0.0
from the surface,from the dish,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
yellowish-white,yellow,0.0,0.0,0.0,0.0
forming,filling,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
brownish-red,golden-brown,0.0,0.0,0.0,0.0
in the bottom-left,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
golden-brown,red,0.0,0.0,0.0,0.0
sausage flowers,pastries,0.0,0.0,0.0,0.0
brownish-orange,pink,0.0,0.0,0.0,0.0
sprinkled over,on top,0.0,0.0,0.0,0.0
silver tray,silver,0.0,1.0,0.5,0.6666666666666666
sausage,chicken,0.0,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
in a leaf-shaped bowl,rectangular,0.0,0.0,0.0,0.0
grilled,frying,0.0,0.0,0.0,0.0
pineapple,rhubarb,0.0,0.0,0.0,0.0
creamy,is,0.0,0.0,0.0,0.0
pasta,salad,0.0,0.0,0.0,0.0
white,yellow,0.0,0.0,0.0,0.0
on the side,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
triangular,square,0.0,0.0,0.0,0.0
scone,chips,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
scones,muffins,0.0,0.0,0.0,0.0
golden brown,brown,0.0,1.0,0.5,0.6666666666666666
in the foreground,located,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
tomato,rhubarb,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
towards the center,on top of,0.0,0.0,0.0,0.0
reddish-brown,dark,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
pumpkin seeds,pumpkin,0.0,1.0,0.5,0.6666666666666666
sugar,sugar,1.0,1.0,1.0,1.0
orange,red,0.0,0.0,0.0,0.0
semifreddo,cake,0.0,0.0,0.0,0.0
silver,white,0.0,0.0,0.0,0.0
off-white,yellow,0.0,0.0,0.0,0.0
on a tray,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
white,white,1.0,1.0,1.0,1.0
pinkish-orange,pinkish-orange,1.0,1.0,1.0,1.0
in the center,on a plate,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
shrimp,mussels,0.0,0.0,0.0,0.0
reddish-orange,brown,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
blue,white,0.0,0.0,0.0,0.0
shrimp,mussels,0.0,0.0,0.0,0.0
garlic,bacon,0.0,0.0,0.0,0.0
pink-orange,pinkish-orange,0.0,0.0,0.0,0.0
on a blue plate,on a plate,0.0,1.0,0.75,0.8571428571428571
hash brown,rice,0.0,0.0,0.0,0.0
red,reddish-brown,0.0,0.0,0.0,0.0
scallions,parsley,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
pineapple,strawberries,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
corn,tomato,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on the left side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
green,red,0.0,0.0,0.0,0.0
cabbage,cabbage,1.0,1.0,1.0,1.0
mixed,mixed,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
scattered,mixed,0.0,0.0,0.0,0.0
coleslaw,salad,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
in the bowl,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
orange,orange,1.0,1.0,1.0,1.0
glass,bowl,0.0,0.0,0.0,0.0
bright,bright,1.0,1.0,1.0,1.0
on the rim,on the rim,1.0,1.0,1.0,1.0
metal,wooden,0.0,0.0,0.0,0.0
slushies,margarita,0.0,0.0,0.0,0.0
red,orange,0.0,0.0,0.0,0.0
in a metal tray,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
chocolate,spicy,0.0,0.0,0.0,0.0
cup,glass,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
pink,green,0.0,0.0,0.0,0.0
smoothie,smoothie,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on top of,on top of,1.0,1.0,1.0,1.0
chocolate,chocolate,1.0,1.0,1.0,1.0
smoothie,margarita,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
pineapple,watermelon,0.0,0.0,0.0,0.0
clear,clear,1.0,1.0,1.0,1.0
smoothie,smoothie,1.0,1.0,1.0,1.0
to the right,on the left,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
smoothie,smoothie,1.0,1.0,1.0,1.0
strawberry,lemon,0.0,0.0,0.0,0.0
on top of,on the rim,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
solid,thick,0.0,0.0,0.0,0.0
sorbet,cake,0.0,0.0,0.0,0.0
pale,light,0.0,0.0,0.0,0.0
off-white,yellow,0.0,0.0,0.0,0.0
rich,purple,0.0,0.0,0.0,0.0
sorbet,ice cream,0.0,0.0,0.0,0.0
purple,red,0.0,0.0,0.0,0.0
in the bowl,contained,0.0,0.0,0.0,0.0
blueberry,peaches,0.0,0.0,0.0,0.0
resting,filling,0.0,0.0,0.0,0.0
pale green,white,0.0,0.0,0.0,0.0
golden-brown,yellow,0.0,0.0,0.0,0.0
crispy,crispy,1.0,1.0,1.0,1.0
in the upper-left corner,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
blue,white,0.0,0.0,0.0,0.0
mushrooms,mushrooms,1.0,1.0,1.0,1.0
scattered on the surface,submerged,0.0,0.0,0.0,0.0
spinach,kale,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
soup,soup,1.0,1.0,1.0,1.0
brown,reddish-brown,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
in the right half,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
vegetables,vegetables,1.0,1.0,1.0,1.0
orange,yellow,0.0,0.0,0.0,0.0
soup,salad,0.0,0.0,0.0,0.0
bread,salad,0.0,0.0,0.0,0.0
on top of,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
spaghetti,ravioli,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
cheese,cheese,1.0,1.0,1.0,1.0
around the perimeter,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
reddish-brown,red,0.0,0.0,0.0,0.0
spaghetti,on top of,0.0,0.0,0.0,0.0
chunky,creamy,0.0,0.0,0.0,0.0
light,yellow,0.0,0.0,0.0,0.0
cheese,cheese,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
in a casserole dish,on the plate,0.0,0.0,0.0,0.0
spaghetti,ravioli,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
meatballs,tomatoes,0.0,0.0,0.0,0.0
placed on top,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
blue,white,0.0,0.0,0.0,0.0
musubi,kugel,0.0,0.0,0.0,0.0
orange-red,pink,0.0,0.0,0.0,0.0
around,wrapped,0.0,0.0,0.0,0.0
white rice,white,0.0,1.0,0.5,0.6666666666666666
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
sandwich,drink,0.0,0.0,0.0,0.0
glazed,glossy,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
light-brown,red,0.0,0.0,0.0,0.0
burger,burrito,0.0,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0,0.0
on top,located,0.0,0.0,0.0,0.0
spam,meat,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
spinach,tofu,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
with a patterned rim,has,0.0,0.0,0.0,0.0
onions,mushrooms,0.0,0.0,0.0,0.0
fresh,fresh,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
in a bowl,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
spinach,tomatoes,0.0,0.0,0.0,0.0
haphazard,distributed,0.0,0.0,0.0,0.0
oily texture,creamy,0.0,0.0,0.0,0.0
spinach,kale,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
with shallots,mushrooms,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
sprouts,tomatoes,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
bacon,bacon,1.0,1.0,1.0,1.0
on a white surface,on a wooden surface,0.0,0.75,0.75,0.75
green,green,1.0,1.0,1.0,1.0
sprouts,tomatoes,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
overlapping,scattered,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
sprouts,potatoes,0.0,0.0,0.0,0.0
brown,browned,0.0,0.0,0.0,0.0
scattered across,arranged,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
sprouts,tomatoes,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
around the sprouts,on top,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
brussels sprouts,tomatoes,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
brownish,brown,0.0,0.0,0.0,0.0
in a bowl,are,0.0,0.0,0.0,0.0
dispersed,scattered,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
bowl,within a white bowl,0.0,0.25,1.0,0.4
yellowish-white,yellow,0.0,0.0,0.0,0.0
covering,coated,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
black,green,0.0,0.0,0.0,0.0
green,yellow,0.0,0.0,0.0,0.0
squash,tomatoes,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
yellow,yellow,1.0,1.0,1.0,1.0
squash,tomatoes,0.0,0.0,0.0,0.0
on the concave part,on the plate,0.0,0.6666666666666666,0.5,0.5714285714285715
green,green,1.0,1.0,1.0,1.0
green,yellow,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
overlapping,arranged,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
orange-yellow,yellow,0.0,0.0,0.0,0.0
squash,tomatoes,0.0,0.0,0.0,0.0
green,yellow,0.0,0.0,0.0,0.0
charred,browned,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
orange,yellow,0.0,0.0,0.0,0.0
squash,tomatoes,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
in the center-left,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
surrounding,covering,0.0,0.0,0.0,0.0
steak,chicken,0.0,0.0,0.0,0.0
tan,yellow,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
golden-brown,brown,0.0,0.0,0.0,0.0
crispy,textured,0.0,0.0,0.0,0.0
arranged,arranged,1.0,1.0,1.0,1.0
bowl,on top,0.0,0.0,0.0,0.0
white,orange-red,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
fish,burrito,0.0,0.0,0.0,0.0
white,pink,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
blue,blue,1.0,1.0,1.0,1.0
golden-brown,brown,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
beneath the steaks,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
hamburger,sausage,0.0,0.0,0.0,0.0
potatoes,zucchini,0.0,0.0,0.0,0.0
throughout the stew,in the bowl,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
red,white,0.0,0.0,0.0,0.0
stew,salad,0.0,0.0,0.0,0.0
ham,sausage,0.0,0.0,0.0,0.0
green,red,0.0,0.0,0.0,0.0
on the left,appear,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
chicken,sausage,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
on the left side,on the rim,0.0,0.6666666666666666,0.5,0.5714285714285715
brown,reddish-brown,0.0,0.0,0.0,0.0
tomatoes,tomato,0.0,0.0,0.0,0.0
meat,meat,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
atop the center,on top,0.0,0.0,0.0,0.0
orange-brown,brown,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on the surface,on top,0.0,0.5,0.3333333333333333,0.4
translucent,shredded,0.0,0.0,0.0,0.0
savory,spicy,0.0,0.0,0.0,0.0
vegetables,fish,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
around the top,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
yellow,red,0.0,0.0,0.0,0.0
pink,red,0.0,0.0,0.0,0.0
strawberries,blueberries,0.0,0.0,0.0,0.0
displaying,scattered,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
red,white,0.0,0.0,0.0,0.0
strawberries,bananas,0.0,0.0,0.0,0.0
bright,shiny,0.0,0.0,0.0,0.0
on a white paper liner,on top,0.0,0.5,0.2,0.28571428571428575
red,red,1.0,1.0,1.0,1.0
strawberries,bananas,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on the bottom,on top,0.0,0.5,0.3333333333333333,0.4
red,red,1.0,1.0,1.0,1.0
strawberries,grapes,0.0,0.0,0.0,0.0
sliced,sliced,1.0,1.0,1.0,1.0
on the upper side,on the left,0.0,0.6666666666666666,0.5,0.5714285714285715
white,yellow,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
strawberries,bananas,0.0,0.0,0.0,0.0
clustered,scattered,0.0,0.0,0.0,0.0
juicy,glossy,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
strawberry,rhubarb,0.0,0.0,0.0,0.0
glass,dish,0.0,0.0,0.0,0.0
bright,vibrant,0.0,0.0,0.0,0.0
on the plate,on the rim,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
chestnut,peanuts,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
toasted,toasted,1.0,1.0,1.0,1.0
yellow,golden-brown,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
dish,bowl,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
throughout the dish,on top,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
herbs,herbs,1.0,1.0,1.0,1.0
baking,baking,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
powdered,creamy,0.0,0.0,0.0,0.0
glass,glass,1.0,1.0,1.0,1.0
vegetarian,vegetarian,1.0,1.0,1.0,1.0
sushi,chips,0.0,0.0,0.0,0.0
black,white,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
green,green,1.0,1.0,1.0,1.0
swordfish,tuna,0.0,0.0,0.0,0.0
atop,in the center,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
pitcher,jar,0.0,0.0,0.0,0.0
on a tablecloth,on a wooden surface,0.0,0.5,0.6666666666666666,0.5714285714285715
orange,orange,1.0,1.0,1.0,1.0
cabbage,is,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
carrot,zucchini,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
red,white,0.0,0.0,0.0,0.0
tacos,chips,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
spilling,spilling,1.0,1.0,1.0,1.0
on a red plate,on a plate,0.0,1.0,0.75,0.8571428571428571
brown,golden-brown,0.0,0.0,0.0,0.0
plate,plate,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
topping,sprinkled,0.0,0.0,0.0,0.0
tacos,vegetables,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on plate,on a plate,0.0,0.6666666666666666,1.0,0.8
green,green,1.0,1.0,1.0,1.0
tacos,chips,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
behind,in the background,0.0,0.0,0.0,0.0
brown,pink,0.0,0.0,0.0,0.0
taffy,toffee,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
orange,yellow,0.0,0.0,0.0,0.0
across a white surface,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
tamale,chips,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
golden-brown,golden-brown,1.0,1.0,1.0,1.0
taquitos,chips,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
tan,golden-brown,0.0,0.0,0.0,0.0
taquitos,chips,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
scattered over,on top,0.0,0.0,0.0,0.0
wooden,wooden,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
plate,on a plate,0.0,0.3333333333333333,1.0,0.5
white,white,1.0,1.0,1.0,1.0
toasted,browned,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
golden brown,golden-brown,0.0,0.0,0.0,0.0
tater tots,tofu,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
over the tater tots,on top,0.0,0.0,0.0,0.0
orange,amber,0.0,0.0,0.0,0.0
glass,mug,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
amber,amber,1.0,1.0,1.0,1.0
tea,drink,0.0,0.0,0.0,0.0
lemon,ice,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
on the surface,on the rim,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
mug,glass jar,0.0,0.0,0.0,0.0
beige,amber,0.0,0.0,0.0,0.0
on a white tiled surface,on a wooden surface,0.0,0.75,0.6,0.6666666666666665
tea,drink,0.0,0.0,0.0,0.0
glass,mug,0.0,0.0,0.0,0.0
tan,amber,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
hot,warm,0.0,0.0,0.0,0.0
tea,drink,0.0,0.0,0.0,0.0
amber,amber,1.0,1.0,1.0,1.0
resting on a saucer,resting on,0.0,1.0,0.5,0.6666666666666666
ginger,ginger,1.0,1.0,1.0,1.0
clear,clear,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
reddish-pink,amber,0.0,0.0,0.0,0.0
to the left,on top of,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
tenderloins,chicken,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
drizzled,drizzled,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
pink,pink,1.0,1.0,1.0,1.0
pork,chicken,0.0,0.0,0.0,0.0
dark brown,brown,0.0,1.0,0.5,0.6666666666666666
seared,frying,0.0,0.0,0.0,0.0
from the bottom left,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
golden,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
piled on top,on top of,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
tilapia,walleye,0.0,0.0,0.0,0.0
golden-brown,white,0.0,0.0,0.0,0.0
to the left,to the left,1.0,1.0,1.0,1.0
textured,textured,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
ice cream,ice cream,1.0,1.0,1.0,1.0
located inside,on top,0.0,0.0,0.0,0.0
tofu,is,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
scooped,served,0.0,0.0,0.0,0.0
tofu,chicken,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
golden-brown,yellow,0.0,0.0,0.0,0.0
eggplant,zucchini,0.0,0.0,0.0,0.0
agedashi,hummus,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
tan,golden-brown,0.0,0.0,0.0,0.0
