,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
2114,12bc885ae8f527f,Spicy Corn on the Cob,This spicy corn on the cob is cooked on the grill with chili butter for a yummy side dish to any summer meal!,"['chili powder', 'dried oregano', 'onion powder', 'cayenne pepper to taste', 'garlic powder to taste', 'salt and pepper to taste', 'butter, softened', 'corn, husked and cleaned']",216.0,1200.0,800.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2115,a0ef1b48df254b0,Cashew Caramel Corn,"My grandma used to make this cashew caramel corn long ago, usually around Halloween, and we would roll it into balls.","['popped popcorn', 'unsalted cashews', 'packed brown sugar', 'unsalted butter', 'light corn syrup', 'salt', 'cream of tartar', 'baking soda']",276.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2116,79b48c28aadd2d2,Caramel Corn II,We always made this for Christmas. This could be made into 20 popcorn balls if desired.,"['unpopped popcorn', 'vegetable oil', 'white sugar', 'salt', 'butter', 'dark corn syrup', 'water', 'distilled white vinegar', 'baking soda']",243.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2117,3af3e14856aca4b,Authentic Mexican Corn Bread,Sweet Mexican cornbread is moist and delicious. This is how it's made in Mexican homes — served as an appetizer or dessert.,"['sweetened condensed milk (such as La Lechera)', 'white sugar (Optional)', 'large eggs', 'vanilla extract', 'whole kernel corn, drained and rinsed', 'cream-style corn', 'butter, melted', 'cornmeal', 'all-purpose flour', 'baking soda', 'salt']",448.0,2000.0,1500.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2118,e2f419d7955a8ac,My Amish Friend's Caramel Corn,"This caramel corn recipe is the best! It comes from an Amish family who packages this treat and gives it to friends and neighbors every Christmas. It is truly the tastiest, easiest, and most foolproof caramel corn recipe you'll ever find! Store in airtight containers or resealable bags.","['plain popped popcorn', 'dry roasted peanuts (Optional)', 'brown sugar', 'margarine', 'light corn syrup', 'salt', 'vanilla extract', 'baking soda']",238.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2119,c9256aeb6340785,Mohawk Indian Corn Soup,On the Akwesasne Reservation where I grew up I have fond memories of Mohawk Indian corn soup always being on the stove on New Year's Eve. Friends and family would stop in and have a bowl or two and celebrate the end of the year. I continue this tradition with my own family now. Use canned Indian corn instead of hominy if available.,"['olive oil, or as needed', 'pork loin fillet, cut into 1-inch cubes', 'water', 'beef bouillon', 'chicken bouillon', 'cubed rutabaga', 'chopped carrots', 'chopped celery', 'canned hominy, drained', 'kidney beans, rinsed and drained', 'salt and ground black pepper to taste']",402.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2120,f00501c89ee31df,Slow Cooker Creamed Corn,Creamed corn with cream cheese made in the crockpot. So good and so easy!,"['frozen corn kernels', 'cream cheese', 'butter', 'milk', 'white sugar', 'salt and pepper to taste']",193.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2121,9a40895edde0d4c,Corn Pudding V,"This has become a family favorite, and a favorite at church pot-lucks. The best thing is how simple it is!","['whole kernel corn, drained', 'cream style corn', 'margarine, softened', 'sour cream', 'dry cornbread mix']",242.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2122,2e38a88f0afcc77,Corn and Jalapenos,This recipe proves that corn and jalapeño peppers are a great combination!,"['olive oil', 'jalapeño pepper, minced', 'diced onion', 'frozen corn, thawed', 'salt and ground black pepper to taste', 'chopped fresh cilantro']",105.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2123,5cc4c378f4527c4,Southwestern Roasted Corn Salad,Corn has never tasted so good! This is a perfect side dish for a BBQ and tastes great on a hot summer day.,"['fresh corn in husks', 'red bell pepper, diced', 'green bell pepper, diced', 'red onion, chopped', 'chopped fresh cilantro', 'olive oil', 'garlic, peeled and minced', 'limes, juiced', 'white sugar', 'salt and pepper to taste', 'hot sauce']",223.0,2000.0,1500.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2124,0e1736debe698e4,Corn Salad with Lime Vinaigrette,I threw this salad together with ingredients I had in my kitchen one evening. This light and tasty alternative to a regular salad will accompany Mexican dishes perfectly. This also works well served as a dip with tortilla chips and tastes even better a day after making it. Serve as a side dish or as a dip with chips and salsa.,"['whole kernel corn, drained', 'tomatoes, diced', 'avocado, diced', 'white onion, diced', 'jalapeno pepper, or more to taste, seeded and diced', 'chopped fresh cilantro', 'olive oil', 'lime, juiced', 'salt and ground black pepper to taste']",154.0,4752.0,4752.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2125,128ea3ddeefe9b8,Raw Corn Salad,"This raw corn salad is perfect in the summertime. The recipe is quick and wholesome, and no cooking is required! It uses fresh, raw, sweet corn on the cob, tomato, cucumber, and avocado, but it's easy to tailor to your taste.","['corn, kernels cut from the cob', 'cherry tomatoes, halved', 'cucumber, halved lengthwise and sliced', 'sweet onion, finely chopped', 'avocado, diced', 'fresh cilantro, chopped, or to taste', 'green onion, green parts only, thinly sliced', 'extra-virgin olive oil', 'lime, juiced', 'salt and ground black pepper to taste']",193.0,3456.0,3456.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2126,7a46895d46f89e7,Southwestern Corn and Black Bean Skillet,"This easy Southwestern skillet recipe with corn, black beans, and peppers is perfect to serve alongside tacos, enchiladas, fish, and even burgers.","['corn, shucked and kernels removed', 'red bell pepper, diced', 'chopped red onion', 'jalapeño pepper, seeded and minced', 'lime juice', 'chili powder', 'salt and freshly ground black pepper to taste', 'black beans, rinsed and drained', 'chopped cilantro']",95.0,2448.0,2448.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2127,b12a5fabb8113ec,Grilled Corn Salad,"This grilled corn salad made with roasted corn, garden-fresh vegetables, and cilantro makes the perfect side dish for any BBQ or hot summer day.","['freshly shucked corn', 'green bell pepper, diced', 'Roma (plum) tomatoes, diced', 'diced red onion', 'fresh cilantro, chopped, or more to taste', 'olive oil, or to taste', 'salt and ground black pepper to taste']",103.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2128,4d30d05c99a14b5,Microwave Corn on the Cob,"Microwave corn on the cob quickly and easily without crowding your grill or waiting for a whole pot of water to boil. This no-nonsense recipe for corn on the cob lets your microwave and a moist paper towel steam each ear of corn to perfection. I freeze the corn on the cob in plastic bags, and remove a single ear of frozen corn in the cold winter months to have the sweet taste of summer corn throughout the year!",['fresh corn'],123.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2129,4aaa08a27c564dc,Jamie's Sweet and Easy Corn on the Cob,"Corn on the cob is cooked in boiled water with a little sugar and lemon juice for the sweetest, tastiest corn! My mother-in-law gave me this easy recipe.","['white sugar', 'lemon juice', 'corn on the cob, husks and silk removed']",94.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2130,93e45ff4b5a2572,Crispy Corn,"This simple snack, crispy corn, is made by coating corn kernels with cornstarch and deep frying.","['oil for frying', 'sweet corn,', 'cornstarch', 'salt', 'paprika', 'ground black pepper', 'lime wedges']",200.0,1439.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2131,1e791e94ce68a17,Summer Corn Salad,"This corn salad recipe makes a colorful and delicious side dish for summertime. It's made with fresh corn, juicy tomatoes, and an easy fresh basil vinaigrette.","['corn, husked and cleaned', 'tomatoes, diced', 'onion, diced', 'chopped fresh basil', 'olive oil', 'white vinegar', 'salt and pepper to taste']",274.0,4128.0,2322.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2132,7076fc362dbd271,Instant Pot Corn on the Cob,"Instant pot corn probably isn't any faster than the traditional method of boiling corn, but I can put everything into the pot and walk away, which is a bonus when I'm preparing several other dishes.","['fresh corn', 'water']",77.0,4320.0,4320.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2133,5440bb3223a6dfa,Corn Relish,"This corn relish is super easy to make, very tasty, and a great way to use summer corn and garden vegetables. Give this recipe a go and present one of the colorful jars to a friend!","['corn, husked and cleaned', 'tomatoes - peeled, seeded, and coarsely chopped', 'chopped green bell peppers', 'chopped red bell pepper', 'chopped onion', 'cucumber, chopped', 'apple cider vinegar', 'white sugar', 'salt', 'celery seed', 'mustard seed']",17.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2134,04581a5b35a128b,Anytime Canned Corn Salad,"This canned corn salad comes together in a snap. It is so tasty as a replacement for other salads at picnics, pitch-ins, and barbecues. No mayo to spoil and easily doubled.","['apple cider vinegar', 'white sugar', 'olive oil', 'water', 'salt and ground black pepper', 'sweet corn, drained', 'chopped green bell pepper', 'chopped red bell pepper', 'chopped sweet onion', 'tomato, chopped']",162.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2135,80716226fee1944,Kettle Corn,"Kettle corn is an old-fashioned, county fair treat. Your family will never want plain popcorn again! If you use white sugar, it will taste like popcorn balls; if you use brown sugar, it will taste like caramel corn.","['vegetable oil', 'unpopped popcorn kernels', 'white sugar']",209.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2136,d3fe075684d1fef,Pickled Corn on the Cob,"For this pickled corn recipe, sections of corn are pickled on the cob. A great recipe for preserving fresh corn from the summer to enjoy later in the year. Be sure to use the freshest corn possible.","['corn - husked, cleaned and quartered', 'salt', 'white vinegar', 'white sugar', 'pickling spice', 'bay leaves', 'cinnamon stick']",106.0,1932.0,2576.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2137,0543ae81fbddd3b,Candied Corn,"This is a great corn recipe for those with a sweet tooth. Goes great with some kind of potato side dish, I usually make mashed potatoes with this.","['whole kernel corn, with liquid', 'white sugar']",135.0,3648.0,2736.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2138,b891ac923948011,Alma's Sweet Corn,Sweeter than creamed corn sweet corn recipe. Corn can be refrigerated or frozen.,"['corn, husks and silk removed', 'water', 'white sugar', 'salt']",110.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,vegan
2139,5bf0e5bfdea4975,Amusement Park Cornbread,A delicious cornbread that will transport you to a magic kingdom of flavor. This recipe can also be used for cornbread muffins.,"['white sugar', 'salt', 'butter, softened', 'vanilla extract', 'eggs', 'all-purpose flour', 'baking powder', 'cornmeal', 'milk']",328.0,683.0,512.0,What is the main food in the picture?,cornbread,Is this dish vegetarian or non-vegetarian?,non-vegan
2140,d06aa1ec01091eb,Cranberry-Pumpkin Cornbread,A delicious seasonal cornbread that is perfect for Thanksgiving or any autumn occasion!,"['all-purpose flour', 'cornmeal', 'white sugar', 'baking powder', 'salt', 'fresh cranberries', 'milk', 'pumpkin puree', 'egg']",255.0,6000.0,3376.0,What is the main food in the picture?,cornbread,Is this dish vegetarian or non-vegetarian?,non-vegan
2141,a9321bba4920843,Cast Iron Cornbread,"This cast iron cornbread is made with buttermilk and sweetened with honey. It's perfect for bringing to a cookout. It's very inexpensive to make, but that'll be the last thing anyone will be thinking about as they eat it. In fact, you'll probably be asked to bring it to the next gathering!","['unsalted butter', 'buttermilk', 'cornmeal', 'eggs', 'honey, or to taste', 'fine salt', 'cayenne pepper', 'self-rising flour']",281.0,1500.0,1500.0,What is the main food in the picture?,cornbread,Is this dish vegetarian or non-vegetarian?,non-vegan
