Image,Image description
9faa2c03cc7f985,"Seven salmon patties are arranged in a copper-colored square pan. The patties have a golden-yellow color, with a slightly darker, golden-brown speckled appearance on the surface from the cornmeal and crackers. The patty located in the bottom center of the pan appears triangular. There is one patty in the top left, one in the top center, and one in the top right. The patty in the bottom left, and the bottom right. These patties are placed evenly across the base of the pan, touching one another and are all roughly the same size."
f93739628baed5c,"The image features three onion patties, each exhibiting a golden-brown hue with darker brown around the edges, indicating frying or baking. The top right patty is more circular and mostly intact, while the bottom two patties are slightly irregular in shape. A piece of one of the onion patties is impaled on a fork above a pool of sauce. The sauce is a light pinkish-beige color and appears to be creamy."
56452b71ccb415f,"There are six rice patties arranged in a circular fashion on a light green plate with a darker green spiral pattern. The rice patties are a warm, golden-brown color with darker brown or black spots speckled throughout. The patties appear slightly crisp on the edges and textured on the surface. They occupy the outer area of the plate, leaving the central part of the green spiral design visible."
92aede6f3bc2047,"The image contains three Simple Vegetarian Leek Patties placed on a white plate. The patties have a golden-brown color with some darker brown spots, indicating they are likely pan-fried or baked. The first patty is located on the left side of the plate. The second patty is in the center of the plate. The third patty is on the right side of the plate. There are some small sprigs of green parsley, placed around the patties as decoration. One sprig is near the lower center, another between the center and right patty, and another between the left patty and the plate's edge."
d0204da19009f85,"The image displays four salmon patties arranged on a patterned plate. Each patty is round. They have a golden-brown exterior with darker browned spots on top, indicative of pan-frying. The patties appear to be a mixture of salmon and other ingredients, judging by the visible texture. One patty is located in the top left of the image. Another is located in the top right of the image. A third is in the bottom left, and the last is in the bottom right."
13db1318616dda9,"A golden-brown salmon patty dominates the right side of the plate, topped with a generous dollop of creamy white dill sauce speckled with green herbs. To the left of the salmon patty, a bright yellow lemon wedge rests, its curved shape facing upwards. Below the lemon wedge and slightly overlapping the salmon patty, a sprig of fresh green dill adds a vibrant touch. The plate itself is white with a subtle ridged pattern along the edge."
fd369e0fb9113be,"The cauliflower patties are arranged on a blue plate. The patties have a light beige or off-white interior color, with a patterned, golden-brown surface resulting from cooking. One of the patties is positioned in the front left of the frame, with a small sprig of green parsley on top. Another patty is nestled behind and to the right of the first, and two more are stacked in the background. The overall arrangement suggests a close-up, slightly angled shot of a serving of cauliflower patties."
511efd844550958,"There are six Haitian beef patties in the image. Their color varies from golden yellow to light brown, depending on the lighting and position. One of the patties, located towards the top right, is broken open to reveal the dark brown beef filling. The patties are arranged in a somewhat haphazard pile, with some overlapping others. The patties sit on a wooden board."
440da04f3971504,"The zucchini patties are golden-brown, with flecks of green throughout. They are arranged in a cluster across the left and lower center of a silver tray. Some patties are stacked on top of each other. The color of patties varies from light to dark brown depending on the degree of frying. Sliced green onions are scattered on top of the zucchini patties."
6c5d9c50dca5933,"The green pea patties are bright green and appear to be made of whole peas. One patty is stacked on top of another to the left of the frame. The other patty is situated at the bottom center. The upper patty is partially covered by the lower patty. The top patty also has a blob of pale orange sauce on top of it, which is centrally located on the patty."
f1dd0488749f032,"There are two fresh asparagus patties on a white plate. The patty on the left is partially covered by a dollop of creamy white sauce topped with thin, bright yellow citrus zest. Both patties exhibit a mix of green from the asparagus and a browned, slightly crispy exterior. The patty on the left is positioned more towards the lower left quadrant of the plate, while the other patty sits more to the right side, slightly above the center."
5533ae60754c6c3,"The image shows several vegetarian cottage cheese patties in a creamy sauce. The patties are light brown, with some areas appearing darker, almost black, likely due to browning during cooking. They are scattered throughout the image, with one in the upper left, one in the lower left, and one in the lower right. The sauce is a vibrant orange, coating the patties and filling the spaces between them. The sauce has a smooth, glossy texture. There appear to be small pieces of red pepper scattered throughout the sauce."
