Image,Question,Answer,Predict
cc8ab18052f66ff,How does the surface of the chicken appear,shiny,juicy and tender
cc8ab18052f66ff,What is the color of the rice,rice,rice
cc8ab18052f66ff,What is the color of the chicken surface,brown,brown
cc8ab18052f66ff,How are the chicken pieces arranged,stacked on,on top of each
efa79f62e1212b8,What color is the bowl,pink,pink
efa79f62e1212b8,What is holding the candied almonds,bowl,bowl
efa79f62e1212b8,What color are the candied almonds,brown,brown
a9de64865353ad1,What type of nuts are in the jar,almonds,almonds
a9de64865353ad1,What is the container for the almonds,jar,jar
a9de64865353ad1,Where are the scattered almonds located,on the same surface,on the
9a2122c94391ed2,What color is the almond tea,orange,brown color
9a2122c94391ed2,What type of surface is the glass sitting on,on the bottom center,on a wooden surface
9a2122c94391ed2,What color is the background of the image,green,green
0a14bf73604dec2,What color are the sweet potatoes,vibrant,orange
0a14bf73604dec2,What type of vegetable is in the bowl,sweet potatoes,sweet potato
0a14bf73604dec2,What color is associated with the sweet potatoes,orange,orange
0a14bf73604dec2,Where are the sweet potatoes mounded,within the bowl,within the bowl
d0501785b532eca,What color are the darker patches on the apples,brown,brown
d0501785b532eca,What fruit is shown in the image,apples,fruit
d0501785b532eca,What color is the bowl,white,white
d0501785b532eca,What color is the cut apple piece,yellow,orange
d0501785b532eca,Where are the apples placed,in a bowl,in a bowl
47319ad0fa9cdb4,What is the applesauce contained in,applesauce,applesauce
47319ad0fa9cdb4,What color is the bowl,blue,blue
47319ad0fa9cdb4,What color is the apple closer to the bowl,red,red
47319ad0fa9cdb4,Where is the bowl placed,on a surface,on a surface
dc9c9c226ed6f6b,What is the color of the applesauce,applesauce,applesauce
dc9c9c226ed6f6b,What is the color of the applesauce in the bowl,golden-brown,light brown color
dc9c9c226ed6f6b,What is being done with the spoon in the image,scooped,spoon in the image
dc9c9c226ed6f6b,What color is the bowl containing the applesauce,white,white
dc9c9c226ed6f6b,Where is most of the applesauce located,in the bowl,in the bowl
e0e667da478e560,What color is the pear-applesauce inside the jar,golden-amber,orange
e0e667da478e560,What is the container holding the pear-applesauce,jar,jar
e0e667da478e560,What color is the apple on the table,yellow,yellow
e0e667da478e560,Where is the jar of pear-applesauce placed,on the table,on the table
e0e667da478e560,What color is the small dish containing more pear-applesauce,white,small
996c337701e6c89,What is the main protein in the dish,meat,main protein
996c337701e6c89,What vegetable is visible in the ground meat mixture,carrots,vegetable visible
996c337701e6c89,How are the plantains prepared,fried,fried
996c337701e6c89,Where is the ground meat mixture located,on the plate,lower-left portion
996c337701e6c89,Where is the rice placed relative to the ground meat,adjacent,adjacent
e0d807ecc1cc31b,What color are the artichoke hearts,green,green
e0d807ecc1cc31b,What type of vegetable is shown in the lower-left area,artichoke,artichoke
e0d807ecc1cc31b,What color is the plate,white,white
e0d807ecc1cc31b,Where are the lettuce leaves located,to the right,right
fa3f82cfa61ea05,What color is the majority of the asparagus,green,green
fa3f82cfa61ea05,What vegetable is featured in the dish,asparagus,asparagus
fa3f82cfa61ea05,How are the asparagus pieces arranged on the plate,arranged,arranged
dadaf1377287f2d,What color are the asparagus spears,green,green
dadaf1377287f2d,What vegetable is shown in the image,asparagus,asparagus
dadaf1377287f2d,In which direction are the asparagus tips pointing,upwards,left
dadaf1377287f2d,Where are the asparagus spears stacked,on top of,on a white
a07fe2567ba507e,What color is the avocado near the center,green,yellow
a07fe2567ba507e,What fruit is used to hold the baked egg,avocado,avocado
a07fe2567ba507e,What color is the egg white,white,white
a07fe2567ba507e,Where is the avocado's outer skin described,on its outer skin,outer skin
a07fe2567ba507e,Where are the diced pieces of ham located,scattered,small
d294dd73f747ba7,What color is the pie filling,green,green
d294dd73f747ba7,What type of dessert is shown in the image,pie,pie
d294dd73f747ba7,What color is the whipped cream on top of the pie,white,white
d294dd73f747ba7,Where is the whipped cream located,on top,on top
e57919c504620ad,What color is the fried batter coating of the avocado bites,golden-brown,light yellow color
e57919c504620ad,What is the main ingredient of the bites,avocado,avocado
e57919c504620ad,What color is the avocado inside the bites,green,green
e57919c504620ad,Where are the avocado bites placed,on a white square plate,on a white plate
e57919c504620ad,Do the avocado bites have the same size and shape,vary,vary in size
bc65d8c82c97c6e,What type of berries are on the Dutch Babies,raspberries,raspberries
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,visually appealing
bc65d8c82c97c6e,What color are the raspberries,red,red
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,presented
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,"dark brown, crispy"
43f16eb0ce00b22,What type of meat is shown in the image,bacon,bacon
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,dark brown
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,next to each other
603ff0b14e008eb,What type of meat is shown in the image,bacon,bacon
603ff0b14e008eb,Where is the bacon being cooked,oven,oven
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on the middle
dd10c756d295fd9,What color are the bagel bites,golden-brown,golden brown
dd10c756d295fd9,What type of food is shown in the image,bagel bites,bagel bites
dd10c756d295fd9,Where are the bagel bites located in the image,blue,"bottom, left, right side"
dd10c756d295fd9,How many bagel bites are broken,in the bottom half,bottom left of the
dd10c756d295fd9,What color is the plate in the image,broken,blue
4ffc92ecaab59bc,What color are the bagels,golden-brown,golden brown
4ffc92ecaab59bc,What type of food is shown in the image,bagels,bagels
4ffc92ecaab59bc,What gives the bagels a speckled appearance,spice,speckled appearance
4ffc92ecaab59bc,Where are the bagels placed,on a wire rack,on a rack
cc3286afe2ca6f4,What type of bread are the bagels made of,pumpernickel,"dense, chewy"
cc3286afe2ca6f4,What color are the bagels,brown,brown
cc3286afe2ca6f4,What food item is being described,bagels,food item
cc3286afe2ca6f4,Where are the bagels placed,on a black wire rack,on a rack
cc3286afe2ca6f4,What color are the sesame seeds on the bagels,white,white
66d008af21ff8da,What color is the bagel on the left,golden-brown,"brown, white"
66d008af21ff8da,What is the state of the cheese on the right bagel,melted,melted
66d008af21ff8da,What is the bagel placed on,plate,plate
66d008af21ff8da,What type of seeds are on the bagel on the left,sesame,sesame
66d008af21ff8da,Where is the golden-brown bagel located,on the left,on the left
63f9b9692722870,What color is the baking dish,white,white
63f9b9692722870,What is the main ingredient in the top layer of the bake,cheese,cheese
63f9b9692722870,"What are the small, dark brown pieces within the cheese",sausage,sausage
63f9b9692722870,What color are the cooked sausage pieces,brown,brown
63f9b9692722870,Where are the sausage pieces located,within the cheese,cheese
3a687442b546d06,What color is the smoothie,beige,light brown color
3a687442b546d06,What fruit is used to make the smoothie,bananas,bananas
3a687442b546d06,What color is the straw,yellow,yellow
3a687442b546d06,Where are the bananas located,to the left of,left of
be6202dbef60502,What color are the chocolate chips on top of the loaves,brown,brown
be6202dbef60502,What type of chips are on top of the loaves,chocolate,chocolate
be6202dbef60502,What shape are the loaves,loaves,loaves
be6202dbef60502,What color is the crust of the loaves,golden-brown,light brown color
be6202dbef60502,Where is one loaf angled towards,towards the center,towards the
eba8e48373f79c5,What type of fries are shown in the image,fries,fries
eba8e48373f79c5,What color are the fries,brown,brown
eba8e48373f79c5,What color is the plate,white,white
eba8e48373f79c5,Where are the fries placed,on a plate,on a plate
4880300b48ec41e,What fruit is used in the dish,bananas,fruit
4880300b48ec41e,What color are the bananas,golden-yellow,yellow
4880300b48ec41e,What liquid are the bananas immersed in,in coconut milk,in milk
4880300b48ec41e,What is the food served in,bowl,bowl
aa269a3e332dd1e,What color are the banana tempura pieces,golden-brown,golden brown
aa269a3e332dd1e,What fruit is used to make the tempura,banana,fruit
aa269a3e332dd1e,How are the banana tempura pieces arranged,together,arranged
aa269a3e332dd1e,What type of dish is the banana tempura,tempura,tempura
aa269a3e332dd1e,What is the shape of the banana tempura pieces,irregular,round
7fbda1224d53057,What color is the banana,yellow,yellow
7fbda1224d53057,What fruit is cut lengthwise into four pieces,banana,banana
7fbda1224d53057,What color is the bowl,white,white
7fbda1224d53057,Where is the yogurt placed,on top of,on top of
7fbda1224d53057,What color are the blueberries,dark blue,deep rich blue
79ff76ebd665917,What color are the persimmon bars,golden,brown
79ff76ebd665917,What is the shape of the food items,bars,square-shaped
79ff76ebd665917,What color is the icing on the persimmon bars,white,white
016070192578a84,What color is the chicken,reddish-brown,dark brown color
016070192578a84,What type of meat is shown in the image,chicken,chicken
016070192578a84,What color is the rice,white,white
016070192578a84,Where is the chicken positioned in relation to the rice,on top of,on top of
016070192578a84,What color are the lime wedges,green,green
880233b6f196640,What is the barley beef stew a mix of,mix,rich
880233b6f196640,What color is the bowl,white,white
880233b6f196640,How is the barley dispersed in the stew,dispersed,dispersed
880233b6f196640,What color are the diced carrots,orange,orange
880233b6f196640,What type of meat is in the stew,of beef,of beef
ce69b21f2bd939f,What color is the rice,white,white
ce69b21f2bd939f,What type of meat is on top of the rice,chicken,chicken
ce69b21f2bd939f,What color are the onions,brown,not visible
ce69b21f2bd939f,What color are the basil leaves,green,green
ce69b21f2bd939f,Where is the rice located,at the bottom,at the bottom
6a5c1c9d36c3e55,How are the Sea Bass fillets arranged in the dish,overlapping,overlapping
6a5c1c9d36c3e55,What type of fish is being served,Sea Bass,white fish
6a5c1c9d36c3e55,What color is the interior of the Sea Bass fillets,white,white
6a5c1c9d36c3e55,Where is the first Sea Bass fillet located in the dish,on the left side,on the left side
6a5c1c9d36c3e55,What color are the scallions sprinkled on top of the fish,green,green
63557262258d2b9,What tint do the sea bass fillets have,yellowish,white
63557262258d2b9,How are the pieces of dill arranged on the fillets,scattered,random
63557262258d2b9,What type of fish is shown in the image,sea bass,fish
63557262258d2b9,Where are the sea bass fillets placed,on the rack,on the rack
63557262258d2b9,What color are the pieces of dill on the fillets,green,green
0681647b77c7278,Does the batter have a smooth texture,smooth,smooth
0681647b77c7278,Is the batter made of cottage cheese and brownie ingredients,batter,batter
0681647b77c7278,Is the batter light brown in color,brown,brown
0681647b77c7278,Are the chocolate chips on top of the dollop,on top,on top
0681647b77c7278,Are there chocolate chips scattered around the jar,yes,yes
58477a44062ce7f,What is the flavor of the Elaine's Sweet and Tangy Loose Beef BBQ,tangy,tangy
58477a44062ce7f,What type of meat is used in the Elaine's Sweet and Tangy Loose Beef BBQ,beef,beef
58477a44062ce7f,What color is the top bun of the Elaine's Sweet and Tangy Loose Beef BBQ,tan,light
58477a44062ce7f,What color is the plate that the Elaine's Sweet and Tangy Loose Beef BBQ is served on,orange,orange
4b14434d6c946ae,What is the texture of the meat in the Carolina BBQ,shredded,shredded
4b14434d6c946ae,What is the main component of the Carolina BBQ,meat,component
4b14434d6c946ae,What is the appearance of the sauce on the meat,coating,thick
4b14434d6c946ae,What color is the crust of the bun,yellowish,golden brown
a6476d1a8bc7334,What type of meat is shown in the image,chicken,chicken
cc4a281c77aaedf,What color is the BBQ sauce,reddish-brown,reddish-brown
cc4a281c77aaedf,What type of meat is being grilled,ribs,ribs
cc4a281c77aaedf,Where are the ribs being cooked,grill,grill
cc4a281c77aaedf,How is the BBQ sauce distributed across the ribs,unevenly,unevenly
